
"annual population survey"
"ONS Crown Copyright Reserved [from Nomis on 26 July 2023]"
"Analysis   :","variable"
"Confidence :","95% confidence interval of percent figure (+/-)"
"Date       :","Jan 2017-Dec 2017"

"local authority: district / unitary (as of April 2021)","mnemonic","Numerator","Denominator","% of all 16+ who are aged 16-19","Conf","Numerator","Denominator","% of all 16+ who are aged 20-24","Conf","Numerator","Denominator","% of all 16+ who are aged 25-34","Conf","Numerator","Denominator","% of all 16+ who are aged 35-49","Conf","Numerator","Denominator","% of all 16+ who are aged 50-64","Conf","Numerator","Denominator","% of all 16+ who are aged 65+","Conf"

"Barking and Dagenham","E09000002",9100,150700,6.0,1.9,15700,150700,10.4,2.4,30500,150700,20.3,3.2,49300,150700,32.7,3.7,25900,150700,17.2,3.0,20100,150700,13.3,2.7
"Barnet","E09000003",20600,306700,6.7,1.9,26900,306700,8.8,2.2,63300,306700,20.6,3.1,76200,306700,24.9,3.3,62700,306700,20.4,3.1,57000,306700,18.6,3.0
"Bexley","E09000004",9700,196200,4.9,1.6,16200,196200,8.3,2.0,25500,196200,13.0,2.5,54600,196200,27.8,3.3,50300,196200,25.6,3.2,40000,196200,20.4,3.0
"Brent","E09000005",17200,250300,6.9,1.8,23500,250300,9.4,2.1,58300,250300,23.3,3.1,70300,250300,28.1,3.3,48800,250300,19.5,2.9,32200,250300,12.9,2.4
"Bromley","E09000006",12800,259500,4.9,1.7,13000,259500,5.0,1.7,48900,259500,18.9,3.0,73000,259500,28.1,3.5,55600,259500,21.4,3.2,56200,259500,21.7,3.2
"Camden","E09000007",12000,209300,5.7,1.9,20100,209300,9.6,2.4,45300,209300,21.6,3.4,58300,209300,27.9,3.7,40500,209300,19.3,3.2,33200,209300,15.8,3.0
"City of London","E09000001","!",13200,"!","!","!",13200,"!","!","#",13200,26.3,"*","!",13200,"!","!",4300,13200,32.7,"*",2000,13200,15.5,"*"
"Croydon","E09000008",16100,291800,5.5,1.7,23200,291800,7.9,2.0,57000,291800,19.5,2.9,82200,291800,28.2,3.3,67300,291800,23.1,3.1,46000,291800,15.8,2.7
"Ealing","E09000009",15000,266700,5.6,2.0,19600,266700,7.3,2.3,51800,266700,19.4,3.5,74700,266700,28.0,3.9,65300,266700,24.5,3.8,40400,266700,15.1,3.1
"Enfield","E09000010",15400,254200,6.0,2.0,13900,254200,5.5,1.9,49200,254200,19.3,3.3,71800,254200,28.2,3.7,66500,254200,26.2,3.6,37500,254200,14.7,2.9
"Greenwich","E09000011",14400,216600,6.6,2.0,18400,216600,8.5,2.3,51800,216600,23.9,3.5,62100,216600,28.7,3.7,42600,216600,19.7,3.2,27400,216600,12.6,2.7
"Hackney","E09000012",11100,219300,5.1,1.8,15500,219300,7.1,2.1,68100,219300,31.1,3.8,63300,219300,28.9,3.7,41800,219300,19.1,3.2,19300,219300,8.8,2.3
"Hammersmith and Fulham","E09000013",5500,151200,3.7,1.6,10000,151200,6.6,2.1,41800,151200,27.6,3.9,45500,151200,30.1,3.9,27100,151200,17.9,3.3,21300,151200,14.1,3.0
"Haringey","E09000014",13100,211200,6.2,1.8,23200,211200,11.0,2.3,60800,211200,28.8,3.3,56500,211200,26.8,3.2,36200,211200,17.1,2.8,21300,211200,10.1,2.2
"Harrow","E09000015",8200,199300,4.1,1.6,12000,199300,6.0,1.9,37900,199300,19.0,3.1,55000,199300,27.6,3.5,43400,199300,21.8,3.2,42800,199300,21.5,3.2
"Havering","E09000016",12600,209900,6.0,1.8,13200,209900,6.3,1.9,36200,209900,17.3,2.9,51100,209900,24.4,3.3,45700,209900,21.8,3.2,51100,209900,24.3,3.3
"Hillingdon","E09000017",13200,232700,5.7,1.8,15400,232700,6.6,2.0,46900,232700,20.2,3.2,69900,232700,30.0,3.6,50200,232700,21.6,3.3,37000,232700,15.9,2.9
"Hounslow","E09000018",7900,206900,3.8,1.7,12700,206900,6.1,2.2,46500,206900,22.5,3.8,71000,206900,34.3,4.3,39400,206900,19.0,3.6,29400,206900,14.2,3.2
"Islington","E09000019",7300,197000,3.7,1.6,15600,197000,7.9,2.2,70000,197000,35.5,4.0,51900,197000,26.4,3.6,30000,197000,15.2,3.0,22300,197000,11.3,2.6
"Kensington and Chelsea","E09000020",6300,127900,4.9,1.7,7100,127900,5.6,1.8,22400,127900,17.5,3.0,44100,127900,34.5,3.8,24800,127900,19.3,3.1,23300,127900,18.2,3.1
"Kingston upon Thames","E09000021",6800,134900,5.1,1.8,10300,134900,7.6,2.2,22100,134900,16.4,3.1,46700,134900,34.6,3.9,28900,134900,21.4,3.4,20100,134900,14.9,2.9
"Lambeth","E09000022",11600,273500,4.2,1.9,19400,273500,7.1,2.5,93800,273500,34.3,4.6,65200,273500,23.8,4.1,53300,273500,19.5,3.8,30200,273500,11.0,3.0
"Lewisham","E09000023",11100,235400,4.7,1.8,23300,235400,9.9,2.5,54800,235400,23.3,3.5,78800,235400,33.5,3.9,39800,235400,16.9,3.1,27500,235400,11.7,2.7
"Merton","E09000024",7700,169500,4.6,1.8,9200,169500,5.4,2.0,39700,169500,23.4,3.7,43200,169500,25.5,3.8,35500,169500,21.0,3.5,34100,169500,20.1,3.5
