
"annual population survey"
"ONS Crown Copyright Reserved [from Nomis on 27 July 2023]"
"Analysis   :","variable"
"Confidence :","95% confidence interval of percent figure (+/-)"
"Date       :","Jan 2019-Dec 2019"

"local authority: district / unitary (as of April 2021)","mnemonic","Numerator","Denominator","% with NVQ4+ - aged 16-64","Conf","Numerator","Denominator","% with NVQ3 only - aged 16-64","Conf","Numerator","Denominator","% with NVQ2 only - aged 16-64","Conf","Numerator","Denominator","% with NVQ1 only - aged 16-64","Conf","Numerator","Denominator","% with other qualifications (NVQ) - aged 16-64","Conf","Numerator","Denominator","% with no qualifications (NVQ) - aged 16-64","Conf"
"Hammersmith and Fulham","E09000013",88400,126200,70.0,7.7,12900,126200,10.2,5.1,7300,126200,5.8,3.9,3500,126200,2.8,2.7,7200,126200,5.7,3.9,5900,126200,4.7,3.5
"Haringey","E09000014",115300,195500,59.0,7.4,17200,195500,8.8,4.3,16700,195500,8.5,4.2,11300,195500,5.8,3.5,23300,195500,11.9,4.9,10800,195500,5.5,3.4
"Harrow","E09000015",78300,156300,50.1,8.7,22900,156300,14.7,6.1,21000,156300,13.4,5.9,12700,156300,8.1,4.7,11400,156300,7.3,4.5,9100,156300,5.8,4.0
"Havering","E09000016",54100,160300,33.7,6.8,21500,160300,13.4,4.9,31000,160300,19.3,5.6,22800,160300,14.2,5.0,11200,160300,7.0,3.6,15000,160300,9.3,4.2
"Hillingdon","E09000017",103600,199400,51.9,8.3,25100,199400,12.6,5.5,16400,199400,8.2,4.5,14500,199400,7.3,4.3,19300,199400,9.7,4.9,13700,199400,6.9,4.2
"Hounslow","E09000018",100600,182300,55.2,9.4,15100,182300,8.3,5.2,19700,182300,10.8,5.9,10900,182300,6.0,4.5,14600,182300,8.0,5.1,19200,182300,10.6,5.8
"Islington","E09000019",108300,175500,61.7,7.5,15700,175500,8.9,4.4,15000,175500,8.6,4.3,6400,175500,3.6,2.9,10200,175500,5.8,3.6,18400,175500,10.5,4.8
"Kensington and Chelsea","E09000020",67600,103300,65.5,7.7,14100,103300,13.7,5.6,6500,103300,6.3,3.9,4300,103300,4.2,3.2,5000,103300,4.9,3.5,4900,103300,4.7,3.4
"Kingston upon Thames","E09000021",70000,118100,59.3,7.7,17700,118100,14.9,5.6,13500,118100,11.5,5.0,6400,118100,5.4,3.6,6000,118100,5.1,3.4,3500,118100,3.0,2.7
"Lambeth","E09000022",155700,244000,63.8,7.0,26000,244000,10.7,4.5,20900,244000,8.5,4.1,13900,244000,5.7,3.4,14400,244000,5.9,3.4,10600,244000,4.3,3.0
"Lewisham","E09000023",129100,214600,60.2,7.0,31900,214600,14.9,5.1,16100,214600,7.5,3.8,12300,214600,5.7,3.3,14100,214600,6.6,3.5,8600,214600,4.0,2.8
"Merton","E09000024",83300,138800,60.0,7.0,16800,138800,12.1,4.6,13600,138800,9.8,4.2,7000,138800,5.1,3.1,8100,138800,5.8,3.3,8200,138800,5.9,3.4
"Newham","E09000025",110800,251600,44.0,7.9,28400,251600,11.3,5.0,27900,251600,11.1,5.0,20400,251600,8.1,4.3,37200,251600,14.8,5.7,25500,251600,10.1,4.8
"Redbridge","E09000026",92000,201700,45.6,7.0,22900,201700,11.3,4.5,29600,201700,14.7,5.0,20000,201700,9.9,4.2,19300,201700,9.6,4.2,16500,201700,8.2,3.9
"Richmond upon Thames","E09000027",81800,125100,65.4,7.7,16400,125100,13.1,5.5,9000,125100,7.2,4.2,7900,125100,6.3,3.9,5800,125100,4.6,3.4,3200,125100,2.5,2.5
"Southwark","E09000028",144200,232500,62.0,7.0,27800,232500,12.0,4.7,22300,232500,9.6,4.3,11500,232500,5.0,3.1,11800,232500,5.1,3.2,12600,232500,5.4,3.3
"Sutton","E09000029",60500,131800,45.9,6.8,19100,131800,14.5,4.8,17700,131800,13.4,4.7,13400,131800,10.2,4.1,7400,131800,5.6,3.2,9800,131800,7.4,3.6
"Tower Hamlets","E09000030",142500,235600,60.5,7.6,22900,235600,9.7,4.6,21200,235600,9.0,4.4,5300,235600,2.2,2.3,19600,235600,8.3,4.3,22800,235600,9.7,4.6
"Waltham Forest","E09000031",94800,188900,50.2,8.3,17300,188900,9.2,4.8,24000,188900,12.7,5.5,17500,188900,9.3,4.8,15800,188900,8.4,4.6,16800,188900,8.9,4.7
"Wandsworth","E09000032",168300,235200,71.6,7.1,14500,235200,6.2,3.8,15200,235200,6.4,3.8,7800,235200,3.3,2.8,18700,235200,8.0,4.2,9800,235200,4.1,3.1
"Westminster","E09000033",112700,172200,65.5,8.0,19800,172200,11.5,5.4,9800,172200,5.7,3.9,7200,172200,4.2,3.4,11800,172200,6.9,4.3,9900,172200,5.8,3.9
"Column Total","Column Total",3280300,6055300,54.2,1.4,742800,6055300,12.3,0.9,659300,6055300,10.9,0.8,392800,6055300,6.5,0.7,503300,6055300,8.3,0.8,406500,6055300,6.7,0.7


"!","Estimate and confidence interval not available since the group sample size"
"","is zero or disclosive (0-2)"

"-","These figures are missing."

