datetime,temp,feelslike,dew,humidity,precip,windgust,windspeed,cloudcover,visibility,uvindex
2016-01-01T00:00:00,5.1,2.6,2.5,83.33,0.398,,11,78.5,30.1,0
2016-01-01T01:00:00,4.1,2.3,2.3,88.09,0,,7.5,0,15.3,0
2016-01-01T02:00:00,3.5,2.1,2.1,90.57,0,,5.8,0,13.3,0
2016-01-01T03:00:00,3.1,3.1,2.1,93.16,0,,3.9,0,5.2,0
2016-01-01T04:00:00,3.1,1.7,2.3,94.49,0,,5.9,99.1,12.5,0
2016-01-01T05:00:00,2.6,2.6,1.6,93.14,0,,3.3,9.8,9.7,0
2016-01-01T06:00:00,2.6,1.3,1.8,94.46,3.199,,5.2,7.4,11.7,0
2016-01-01T07:00:00,2.8,2.8,1.8,93.15,0,,4.6,48.9,10.7,0
2016-01-01T08:00:00,3.1,1.7,1.6,89.9,0,,5.7,54,14.1,0
2016-01-01T09:00:00,4.1,2.3,1.3,82.04,0,,7.4,54,18.2,0
2016-01-01T10:00:00,5,2.4,1.1,75.43,0,,11.5,62.3,23.6,1
2016-01-01T11:00:00,5.8,2.8,1.2,71.87,0,,14.9,42.5,23.6,1
2016-01-01T12:00:00,7,4.1,3.2,76.29,0,,16.4,65.9,28.7,1
2016-01-01T13:00:00,7.6,4.6,3.2,73.23,0,48.2,18.4,65.9,30.7,0
2016-01-01T14:00:00,7.8,4.5,3.6,74.31,0,,21.5,91.9,26.4,0
2016-01-01T15:00:00,8.1,5.1,4.9,79.74,0,,19.3,96.3,18.8,0
2016-01-01T16:00:00,7.8,4.7,6.2,89.03,0,,19.7,98.2,17.9,0
2016-01-01T17:00:00,8.1,5,6.1,87.24,0,,20.9,92.8,19.3,0
2016-01-01T18:00:00,8.1,4.7,6,86.63,0.203,,23.3,81.7,18.5,0
2016-01-01T19:00:00,8.3,4.9,5.7,83.15,0,,24.4,89.1,19.8,0
2016-01-01T20:00:00,8.3,4.9,5.7,83.14,0,46.4,24.6,89.1,23.9,0
2016-01-01T21:00:00,8.6,5.2,5.6,80.9,0,,24.7,87.2,22.9,0
2016-01-01T22:00:00,8.5,5.3,5.8,83.16,0,50,22.7,83,22.4,0
2016-01-01T23:00:00,8.3,5.1,6.2,86.08,0,,22.2,74,8.9,0
2016-01-02T00:00:00,8.1,5,6.7,90.29,0.409,40.7,20.5,78.6,11.1,0
2016-01-02T01:00:00,8.6,5.3,6.9,88.51,0,,23.9,88.4,12.2,0
2016-01-02T02:00:00,8.6,5.5,7.4,91.57,0,,22.3,95.6,26.5,0
2016-01-02T03:00:00,9.1,6.2,7.7,90.36,0,37.1,21.4,92.8,22.1,0
2016-01-02T04:00:00,9.5,6.7,7.8,89.16,0,38.9,21.7,89.1,21.6,0
2016-01-02T05:00:00,9.8,7,7.7,86.22,0,,22.7,91.9,20.4,0
2016-01-02T06:00:00,10,10,7.7,85.07,0.002,,22.5,80.6,18.3,0
2016-01-02T07:00:00,9.8,7,8.1,89.2,0,44.1,22.1,96.3,8.8,0
2016-01-02T08:00:00,9.6,6.7,8.4,91.62,0,46.4,22.8,91.1,9,0
2016-01-02T09:00:00,10.1,10.1,8.2,87.45,0,39.8,22.3,96.3,11.4,0
2016-01-02T10:00:00,10.6,10.6,8.2,84.6,0,,20.8,92.5,4.5,1
2016-01-02T11:00:00,10.5,10.5,8.4,86.32,0,39.8,23.4,92.5,6,1
2016-01-02T12:00:00,10.5,10.5,8.6,87.48,0.81,,23.9,92.5,5.4,0
2016-01-02T13:00:00,10.3,10.3,8.6,88.65,0,40.7,24.1,93.5,5.2,0
2016-01-02T14:00:00,10.3,10.3,8.7,89.25,0,,22.2,97.2,4.6,0
2016-01-02T15:00:00,10.3,10.3,9.1,91.69,0,,18.5,87.2,7.3,0
2016-01-02T16:00:00,10.6,10.6,9.6,93.55,0,,16.8,95.4,14.5,0
2016-01-02T17:00:00,10.8,10.8,10,94.81,0,,19.3,93.5,7.4,0
2016-01-02T18:00:00,10.6,10.6,9.6,93.53,0.036,,23.3,90.7,24.2,0
2016-01-02T19:00:00,10.6,10.6,9.3,91.67,0,,25.9,96.3,15.5,0
2016-01-02T20:00:00,10.6,10.6,9,89.86,0,38.9,26.4,87.3,22.5,0
2016-01-02T21:00:00,10.1,10.1,9,92.89,0,,26.3,78.5,17,0
2016-01-02T22:00:00,10.3,10.3,8.8,90.43,0,,22.3,87.2,34.1,0
2016-01-02T23:00:00,10.3,10.3,8.4,87.46,0,,20.7,90.9,18.7,0
2016-01-03T00:00:00,10.3,10.3,8.6,89.24,0.401,,21,82.3,16.6,0
2016-01-03T01:00:00,9.6,6.3,8.6,93.48,0,46.4,27.6,90,11,0
2016-01-03T02:00:00,8.8,5.1,7.3,90.31,0,47.4,29.5,92.8,40.6,0
2016-01-03T03:00:00,8.3,4.7,6,85.42,0,48,26,92.6,35.7,0
2016-01-03T04:00:00,7.8,5.2,3.8,75.86,0,,15.5,61.4,37.6,0
2016-01-03T05:00:00,6.6,4.3,3.1,78.39,0,,11.6,17.8,35.7,0
2016-01-03T06:00:00,6.3,4.4,2.3,75.63,2.779,,9.3,34.4,33.9,0
2016-01-03T07:00:00,6.6,4.5,2.4,74.1,0,,10.5,60.3,37.1,0
2016-01-03T08:00:00,7,4.4,3.6,78.47,0,,14.1,58.8,33.4,0
2016-01-03T09:00:00,8.6,6.1,5.9,82.63,0,,16.1,85.1,14.8,0
2016-01-03T10:00:00,9.1,6.2,6.9,85.57,0,43.4,21,89.8,13.7,0
2016-01-03T11:00:00,9.3,6.1,7.2,86.19,0,53.6,24.8,96.3,11.9,0
2016-01-03T12:00:00,9.1,5.7,7.4,88.54,0.611,48.5,27.1,93.5,9.5,0
2016-01-03T13:00:00,9,5.7,7.4,89.14,0,47.5,25.7,95.4,7.4,0
2016-01-03T14:00:00,8.8,5.2,7.4,90.35,0,48.5,28.8,82.3,7.2,0
2016-01-03T15:00:00,9.3,6.6,7.6,89.16,0,48.2,19.4,89.8,16.1,0
2016-01-03T16:00:00,8.8,6.6,6.9,87.32,0,,14.4,89,20,0
2016-01-03T17:00:00,8.3,6.3,7.1,92.17,0,,12,61.2,26.1,0
2016-01-03T18:00:00,7.8,5.9,6.8,93.42,6.423,,11.2,33.3,19.4,0
2016-01-03T19:00:00,7,4.7,6.1,94.01,0,,12.5,5.6,18.8,0
2016-01-03T20:00:00,6.4,4.2,5.7,95.28,0,,10.3,5.6,17.7,0
2016-01-03T21:00:00,6.3,4.4,5.8,96.61,0,,9.3,6.1,11.8,0
2016-01-03T22:00:00,6.3,4.7,5.8,96.62,0,,8.1,5.6,7.2,0
2016-01-03T23:00:00,6.3,4.1,5.8,96.61,0,,10.9,9.9,9.9,0
2016-01-04T00:00:00,6.3,4.2,5.8,96.6,0,,10.2,2.5,12.1,0
2016-01-04T01:00:00,6.3,4.3,5.8,96.6,0,,9.8,22.3,12.8,0
2016-01-04T02:00:00,6,3.9,5.3,95.27,0,,10.2,24.1,16.7,0
2016-01-04T03:00:00,6.1,3.7,5.3,94.61,0,,11.7,67.1,19.7,0
2016-01-04T04:00:00,6.3,3.9,5.3,93.33,0,,11.9,54.9,22,0
2016-01-04T05:00:00,6.3,4.2,5.3,93.34,0,,10.5,21.3,20.3,0
2016-01-04T06:00:00,7,4.5,5.8,92.1,0.2,,13.7,12.3,18.9,0
2016-01-04T07:00:00,6.4,3.5,5.4,93.31,0,,14.8,11.7,17.8,0
2016-01-04T08:00:00,6.8,4.3,5.5,91.44,0,,13.5,34.3,20.8,0
2016-01-04T09:00:00,7.6,5.3,6,89.64,0,,13.2,73.5,20.9,1
2016-01-04T10:00:00,8.3,6.1,6.6,88.46,0,,13.7,78.3,19.4,1
2016-01-04T11:00:00,10.3,10.3,7.6,83.38,0,,19.1,74.7,20.6,1
2016-01-04T12:00:00,10.8,10.8,6.6,74.85,0.001,,17.5,72.5,21.8,1
2016-01-04T13:00:00,10.3,10.3,6.9,78.97,0,,15.4,61.3,18.5,1
2016-01-04T14:00:00,10.1,10.1,6.7,78.94,0,,15.1,59.7,21.7,1
2016-01-04T15:00:00,9.6,7.5,6.9,82.74,0,,14.8,60.4,25.6,0
2016-01-04T16:00:00,9.3,7.4,6.9,84.44,0,,13.1,67.8,15.5,0
2016-01-04T17:00:00,8.6,6.7,6.8,88.48,0,,11.8,35.4,19.5,0
2016-01-04T18:00:00,8,5.6,6.1,87.83,0,,14.3,12.4,22.2,0
2016-01-04T19:00:00,8.1,5.5,5.6,84.29,0,,15.8,30.3,28.7,0
2016-01-04T20:00:00,8,5.6,5.7,84.86,0,,14.2,46.5,23.5,0
2016-01-04T21:00:00,8.1,5.8,5.8,85.45,0,,14.2,46.4,25.5,0
2016-01-04T22:00:00,8.3,6.1,6,85.5,0,,13.5,52.2,22.1,0
2016-01-04T23:00:00,8.3,5.8,6.1,86.07,0,,15.4,74.4,16.6,0
2016-01-05T00:00:00,8.6,6.1,6.4,85.53,0.204,,16.2,60.5,16.1,0
2016-01-05T01:00:00,8.8,6.3,7.1,89.11,0,,17,67.4,19.9,0
2016-01-05T02:00:00,8.6,6.2,7.1,90.32,0,,15.6,83.4,25.2,0
2016-01-05T03:00:00,8.5,6.7,6.8,89.09,0,,11.2,80.6,22,0
2016-01-05T04:00:00,8.1,6.3,6.6,90.29,0,,10.4,72.7,25.4,0
2016-01-05T05:00:00,7.8,6,6.8,93.41,0,,10.5,69.6,26,0
2016-01-05T06:00:00,7.6,6,6.5,92.76,0.014,,9.2,54.2,19.8,0
2016-01-05T07:00:00,7.3,6.6,6.3,93.4,0,,5.5,53.5,21.9,0
2016-01-05T08:00:00,6.8,5.3,6.1,95.32,0,,7.9,40.3,11.8,0
2016-01-05T09:00:00,7.1,6.2,6.6,96.63,0,,6,41.2,5.8,0
2016-01-05T10:00:00,7.6,6.1,7.1,96.65,0,,8.5,47.1,13.3,1
2016-01-05T11:00:00,10.6,10.6,7.8,82.92,0,,8.5,67.8,12.5,1
2016-01-05T12:00:00,9.6,7.9,6.9,82.76,0,,12,50.1,13.4,1
2016-01-05T13:00:00,9.6,8.3,7.2,84.45,0,,9.6,44.6,17.2,1
2016-01-05T14:00:00,9.8,8.4,6.7,80.54,0,,10.1,64.2,21.7,0
2016-01-05T15:00:00,9.3,8.2,6.9,84.42,0,,8.1,75.8,23.2,0
2016-01-05T16:00:00,9.1,8.3,7.1,87.32,0,,6.9,75,27.2,0
2016-01-05T17:00:00,9.5,9,7.3,86.19,0,,5.8,83.6,18.1,0
2016-01-05T18:00:00,9.1,8.1,7.1,87.35,0,,7.5,81,15.4,0
2016-01-05T19:00:00,8.6,7.4,7.1,90.33,0,,8,86.3,14.7,0
2016-01-05T20:00:00,8.6,7.1,7.1,90.33,0,,9.4,68.7,12,0
2016-01-05T21:00:00,7.8,6.6,6.5,91.52,0,,7.5,74.2,9.6,0
2016-01-05T22:00:00,7.1,6.2,6.1,93.38,0,,5.9,83.9,5,0
2016-01-05T23:00:00,6.7,6,6,95.47,0,,5,47.6,9.1,0
2016-01-06T00:00:00,6.6,6.6,6.1,96.62,0.199,,2.8,100,15.3,0
2016-01-06T01:00:00,7,7,6.3,95.32,0,,3.4,96.3,7.9,0
2016-01-06T02:00:00,7,7,5.8,92.11,0,,3.9,78.9,10,0
2016-01-06T03:00:00,7.3,7.3,6.1,92.13,0,,3.6,96.5,19.9,0
2016-01-06T04:00:00,7,7,6.1,94.01,0,,2.1,92.8,14.9,0
2016-01-06T05:00:00,7,7,6.3,95.31,0,,3.7,66.8,5.6,0
2016-01-06T06:00:00,7.1,7.1,6.5,95.99,0.002,,3.1,77.8,4.8,0
2016-01-06T07:00:00,7.1,7.1,6.6,96.67,0,,3.9,93,5.8,0
2016-01-06T08:00:00,6.3,5.5,5.8,96.61,0,,5.4,96.2,2.8,0
2016-01-06T09:00:00,6.5,5.7,6,96.62,0,,5.5,63.3,2.8,0
2016-01-06T10:00:00,7.1,6.2,6.5,95.97,0,,5.9,54.2,5.8,1
2016-01-06T11:00:00,7.5,6.2,6.5,93.41,0,,7.7,91.3,4,1
2016-01-06T12:00:00,7.6,6.4,6.5,92.77,0.397,,7.2,97.2,5,1
2016-01-06T13:00:00,7.8,7.2,6.3,90.27,0,,5.5,99.1,4.5,1
2016-01-06T14:00:00,8.8,8.8,6,82.67,0,,2.5,92.8,9.8,0
2016-01-06T15:00:00,8.3,7.4,6,85.47,0,,6.7,90.9,11.4,0
2016-01-06T16:00:00,7.6,7.1,5.8,88.39,0,,5.1,100,9.2,0
2016-01-06T17:00:00,7.3,6.1,5.4,87.18,0,,7.2,90,6.8,0
2016-01-06T18:00:00,6.6,5.2,5.2,90.18,0,,7.4,90.9,6.4,0
2016-01-06T19:00:00,6.6,4.6,5.3,91.44,0,,10.1,73.4,5.3,0
2016-01-06T20:00:00,6.3,4.4,5.1,92.06,0,,9.5,69.9,3.5,0
2016-01-06T21:00:00,6.1,4.4,5.1,93.34,0,,8.3,70.5,3.9,0
2016-01-06T22:00:00,6.1,3.7,5.1,93.33,0,,11.7,69.9,4.4,0
2016-01-06T23:00:00,6.5,3.9,5.3,92.07,0,,13.5,90,6.7,0
2016-01-07T00:00:00,7,4.1,5.6,90.83,0,,16.4,82.8,11.7,0
2016-01-07T01:00:00,7.6,4.5,5.7,87.19,0,,19.7,69.6,19.3,0
2016-01-07T02:00:00,8.3,5.5,6.1,85.48,0,,17.8,70.1,14.8,0
2016-01-07T03:00:00,8.6,5.4,6.1,84.33,0,,22.5,87.2,23.7,0
2016-01-07T04:00:00,8.8,5.4,5.6,79.84,0,48.7,26.2,75.3,15.3,0
2016-01-07T05:00:00,8.1,4.4,5.6,83.74,0,52.3,27.1,92.8,6,0
2016-01-07T06:00:00,7.6,4.3,6.3,91.5,4.01,51.8,21.3,90.1,7.5,0
2016-01-07T07:00:00,7.8,5.1,6.7,92.14,0,,16.3,93.5,8.1,0
2016-01-07T08:00:00,8.1,5.5,6.9,91.55,0,,15.9,93.5,24.4,0
2016-01-07T09:00:00,8.8,7.1,7.9,93.47,0,,11.3,90,19.8,1
2016-01-07T10:00:00,9.6,7.3,9,96.05,0,,16.3,80.6,18.2,2
2016-01-07T11:00:00,10,10,9.1,94.12,0,,23.8,84.5,16.5,2
2016-01-07T12:00:00,9.6,5.8,8.3,91.57,8.993,56,35.4,77.2,29.2,2
2016-01-07T13:00:00,7.5,3.1,4.6,81.85,0,71.4,34.3,86.5,42,2
2016-01-07T14:00:00,8.1,3.7,2.6,68.27,0,66.2,36.1,52.8,37,1
2016-01-07T15:00:00,7.8,3.9,1.6,64.91,0,63.9,28.6,15.6,37.1,0
2016-01-07T16:00:00,7.3,3.8,1.2,64.8,0,53.8,22,27.7,37.1,0
2016-01-07T17:00:00,6.8,3,-0.1,61.07,0,46.4,23.4,5.6,37.6,0
2016-01-07T18:00:00,6.6,2.6,0.1,63.25,0,38.9,25.4,5.6,33.6,0
2016-01-07T19:00:00,6.1,2.3,0,65,0,,22.1,0,37.1,0
2016-01-07T20:00:00,5.6,1.6,0,67.29,0,,22.7,0,37,0
2016-01-07T21:00:00,5.1,1.3,0,69.64,0,,19.4,0,35.7,0
2016-01-07T22:00:00,5.1,1.8,-0.1,68.67,0,,15.6,0,30.4,0
2016-01-07T23:00:00,4,1,0.3,76.86,0,,12.5,0,28.9,0
2016-01-08T00:00:00,3.6,0,0.5,80.2,0,,15.4,0,22.3,0
2016-01-08T01:00:00,3.8,1,0.6,79.67,0,,11.1,0,26.5,0
2016-01-08T02:00:00,3.5,1,0.5,80.8,0,,9.8,0,27.1,0
2016-01-08T03:00:00,3.1,2,0.8,84.92,0,,4.9,0,26,0
2016-01-08T04:00:00,2.3,0.7,0.6,88.56,0,,5.9,12.3,23.3,0
2016-01-08T05:00:00,2.3,1,1.3,93.11,0,,5.1,15.5,22.3,0
2016-01-08T06:00:00,2.6,0.5,1.3,91.15,0,,7.4,30.4,27.1,0
2016-01-08T07:00:00,3.1,1,2.1,93.15,0,,8,34.7,22.8,0
2016-01-08T08:00:00,4.3,2,2.8,90,0,,9.6,34.7,19.2,0
2016-01-08T09:00:00,5.6,3.2,2.8,82.25,0,,11,58.6,20.8,1
2016-01-08T10:00:00,6.6,3.9,4.5,86.46,0,,14.5,35.3,24,2
2016-01-08T11:00:00,7.5,4.7,5,84.18,0,,16.6,63.8,24.9,2
2016-01-08T12:00:00,8.8,6.4,5.8,81.48,0.995,38.9,16,77.6,24.6,2
2016-01-08T13:00:00,9.3,6.7,4.7,72.52,0,,18.7,62.9,20.8,2
2016-01-08T14:00:00,9.3,6.9,4.4,71,0,,17.1,54.4,24.2,1
2016-01-08T15:00:00,8.6,6.3,5.6,81.45,0,,14.4,32.6,21.7,0
2016-01-08T16:00:00,8.1,5.8,5.1,81.4,0,,13.6,24.8,29,0
2016-01-08T17:00:00,7.8,5.1,5.6,85.42,0,,16.1,35.8,26.9,0
2016-01-08T18:00:00,7.6,5.3,6.1,90.22,0.001,,13.3,58.7,23.5,0
2016-01-08T19:00:00,7.6,5.5,6.1,90.25,0,,11.9,48,21.8,0
2016-01-08T20:00:00,7.3,5,5.6,89,0,,12.5,51.7,24,0
2016-01-08T21:00:00,7.6,5.8,5.3,85.41,0,,10,83.6,24.5,0
2016-01-08T22:00:00,7.6,6.1,5.9,88.42,0,,8.6,93.5,16.7,0
2016-01-08T23:00:00,7.5,5.9,6,90.26,0,,9.2,76.7,15.3,0
2016-01-09T00:00:00,7.1,5.1,5.7,90.22,0.008,,10.8,78.8,20,0
2016-01-09T01:00:00,8.1,6.4,6.2,87.27,0,,10,75.2,20.6,0
2016-01-09T02:00:00,8.1,6,6.6,90.28,0,,12.3,72.7,14.4,0
2016-01-09T03:00:00,8.1,6,6.2,87.25,0,,12.7,61.3,22.6,0
2016-01-09T04:00:00,7.8,5.8,5.7,86.04,0,,11.5,47.4,32.8,0
2016-01-09T05:00:00,7.3,5.2,5.8,90.22,0,,11.2,55.5,23.8,0
2016-01-09T06:00:00,6.8,4.3,6,94.63,0.029,,12.6,34.2,17.7,0
2016-01-09T07:00:00,8.1,5.7,6.8,91.53,0,,14.7,51.6,21.2,0
2016-01-09T08:00:00,7.8,5.1,6.6,91.51,0,,16,89.1,23.4,0
2016-01-09T09:00:00,8.5,6.2,6.9,89.08,0,,14.7,90,19.7,1
2016-01-09T10:00:00,9.5,7,7.4,86.18,0,,17.8,80.6,18.7,1
2016-01-09T11:00:00,11.3,11.3,7.8,79.13,0,,21.3,80.6,17.3,1
2016-01-09T12:00:00,11,11,7.6,79.09,0.004,,20.7,87.2,21.7,2
2016-01-09T13:00:00,10.8,10.8,7.7,80.66,0,45.7,22,80.6,19.4,1
2016-01-09T14:00:00,11,11,7.5,79.05,0,46.4,26.6,86.3,25.5,0
2016-01-09T15:00:00,11,11,7.2,76.93,0,,24.8,81.6,27.1,0
2016-01-09T16:00:00,11,11,7.4,78,0,46.4,26.4,81.6,24.3,0
2016-01-09T17:00:00,9.3,5.8,7.9,91.46,0,48.2,27,82.3,7.6,0
2016-01-09T18:00:00,9.6,6.2,8.1,90.37,3.017,58.2,28.7,89.8,22.3,0
2016-01-09T19:00:00,10.1,10.1,7.7,84.51,0,46.4,25.1,78.8,15.1,0
2016-01-09T20:00:00,10.6,10.6,7.6,81.72,0,52.7,32,84.5,19.7,0
2016-01-09T21:00:00,10.1,10.1,6.6,78.96,0,69,27.4,80.1,11.1,0
2016-01-09T22:00:00,6.8,3.1,5.1,88.93,0,53.7,23,81.5,16.6,0
2016-01-09T23:00:00,7,3.5,4.4,83,0,40.7,21.2,59,22,0
2016-01-10T00:00:00,7.3,4,4.6,83.04,3.014,,20.5,58.7,12,0
2016-01-10T01:00:00,6.3,2.9,4,85.24,0,46.4,18.8,62.2,34.5,0
2016-01-10T02:00:00,6.3,2.9,3.1,80.02,0,,18.8,33.3,35.7,0
2016-01-10T03:00:00,6.3,3.3,3.3,81.15,0,,16,11.3,33.3,0
2016-01-10T04:00:00,6.6,3.5,3,77.86,0,,17.2,9.8,24.3,0
2016-01-10T05:00:00,6.8,3.9,2.7,74.66,0,,16.2,28.7,24.2,0
2016-01-10T06:00:00,7.3,4.1,3.1,74.73,0,50,19.2,58.7,31.6,0
2016-01-10T07:00:00,7,3.5,3.1,76.28,0,46.4,21,28.6,37.6,0
2016-01-10T08:00:00,6,2.6,2.8,79.99,0,,18.6,62.2,33.6,0
2016-01-10T09:00:00,6.1,3.1,3.3,82.28,0,,15.3,58.6,27.3,0
2016-01-10T10:00:00,6.8,4.1,3.8,81.25,0,,14.7,46.5,32.5,1
2016-01-10T11:00:00,7.1,4.3,4.1,81.27,0,,15.7,32.4,31.8,1
2016-01-10T12:00:00,8.6,5.8,4,72.89,0.001,,18.5,32.4,34.1,1
2016-01-10T13:00:00,8.6,5.8,3.4,69.4,0,,18.9,36.8,34.1,1
2016-01-10T14:00:00,8.1,5.4,3.7,73.29,0,,16.6,51.9,33.1,1
2016-01-10T15:00:00,7.5,4.8,3.6,76.34,0,,15.9,48.6,31.8,0
2016-01-10T16:00:00,7.1,4.2,2.7,73.14,0,,16.2,58.8,31,0
2016-01-10T17:00:00,6.5,3.6,2.4,74.58,0,,15.2,50.4,23.8,0
2016-01-10T18:00:00,6.1,3.2,2.9,79.46,0,,15,45.6,32.3,0
2016-01-10T19:00:00,5.6,2.9,2.8,82.24,0,,13,26.9,33.5,0
2016-01-10T20:00:00,5.3,2.6,3.1,85.15,0,,12.4,33.5,26.4,0
2016-01-10T21:00:00,5.1,2.7,3.1,86.94,0,,10.7,42.5,23.9,0
2016-01-10T22:00:00,5.3,2.9,3.4,86.96,0,,10.9,69.6,21.6,0
2016-01-10T23:00:00,6.6,4.3,4.1,84.1,0,,11.7,88,33.5,0
2016-01-11T00:00:00,6.1,3.9,3.9,85.26,0.404,,10.6,79.5,25.9,0
2016-01-11T01:00:00,6.1,4,4.4,88.29,0,,10.4,71.1,16.5,0
2016-01-11T02:00:00,6.1,3.7,5.1,93.32,0,,12,65.5,27.2,0
2016-01-11T03:00:00,6.5,3.8,5.6,93.98,0,,14,57.2,19.1,0
2016-01-11T04:00:00,6.8,4.6,5.8,93.36,0,,11.4,68.3,7.5,0
2016-01-11T05:00:00,6.6,3.9,4.6,87.11,0,52.3,14.3,86.3,8.1,0
2016-01-11T06:00:00,6,3.1,4.8,92.03,0.082,,14.8,89.1,12.4,0
2016-01-11T07:00:00,6.1,3.4,5.3,94.62,0,,13.3,95.4,8.5,0
2016-01-11T08:00:00,6.5,4.4,5.3,92.06,0,,10.8,84.1,27.7,0
2016-01-11T09:00:00,6.5,4.1,5.3,92.06,0,,12,85,23.5,0
2016-01-11T10:00:00,6.8,4.4,5.1,88.96,0,,12.9,87.3,18.4,1
2016-01-11T11:00:00,6.5,3.8,4.6,87.7,0,,14.3,89.1,29.8,1
2016-01-11T12:00:00,6.6,3.6,4.4,85.3,2.992,,16.1,90.1,27.8,1
2016-01-11T13:00:00,7.1,4.8,4.6,84.17,0,,12.3,76,28.7,1
2016-01-11T14:00:00,7.3,5.1,4.1,80.17,0,,12.3,74.1,34.1,1
2016-01-11T15:00:00,7.1,4.7,3.9,79.59,0,,13,90,31.7,0
2016-01-11T16:00:00,6.6,4,4.5,86.49,0,,13.7,84.5,31.9,0
2016-01-11T17:00:00,6.5,3.7,4.4,85.89,0,,14.8,89,29.8,0
2016-01-11T18:00:00,6.6,3.6,4.5,86.5,0,,16.4,87.3,25,0
2016-01-11T19:00:00,6.5,4,4.3,85.9,0,,12.8,81,27.3,0
2016-01-11T20:00:00,6.1,3.2,4.1,87.06,0,,15.1,36.9,16.6,0
2016-01-11T21:00:00,6,2.9,4.3,88.88,0,,16,19.4,12.2,0
2016-01-11T22:00:00,5.1,1.9,3.6,90.05,0,,15.4,55.5,12.8,0
2016-01-11T23:00:00,5,2.1,3.3,88.79,0,,13.5,48.7,13.4,0
2016-01-12T00:00:00,5.1,2,3.1,86.96,0,,14.3,44.4,16.2,0
2016-01-12T01:00:00,4.6,1.1,3.1,90,0,,16.6,49.1,22.9,0
2016-01-12T02:00:00,4.3,0.3,2.8,89.97,0,,19.6,51.5,33.2,0
2016-01-12T03:00:00,4.8,1.3,3,88.14,0,,16.9,27.5,34.9,0
2016-01-12T04:00:00,4.1,-0.3,2.5,89.32,0,,22.3,30,34.9,0
2016-01-12T05:00:00,5,0.8,2.4,82.73,0,,22.9,49.6,36.8,0
2016-01-12T06:00:00,4.5,0.6,2,83.76,0.012,,19.3,40.4,27.5,0
2016-01-12T07:00:00,4.6,0.4,2.1,83.85,0,,21.6,7,32.2,0
2016-01-12T08:00:00,4.3,-0.2,1.8,83.81,0,,24.4,5.6,33.9,0
2016-01-12T09:00:00,4.5,0.3,1.8,82.64,0,46.4,22.1,16.7,27.8,1
2016-01-12T10:00:00,5.6,1.2,2.1,78.2,0,48.2,27.2,38.8,30.8,2
2016-01-12T11:00:00,6.5,2.2,1.8,71.95,0,46.4,28.5,68.2,28,2
2016-01-12T12:00:00,6.8,2.7,1.9,70.49,0,51.7,27.6,92.8,30.8,2
2016-01-12T13:00:00,7.1,3.1,2.4,71.56,0,45.8,27,94.9,27.4,1
2016-01-12T14:00:00,7.1,3,2.7,73.13,0,52,27.7,87.3,24.2,1
2016-01-12T15:00:00,6.5,2.4,3.8,82.89,0,,26.4,56.5,25.7,0
2016-01-12T16:00:00,6.3,2.2,3.1,80.01,0,48.2,25.8,59.2,37.6,0
2016-01-12T17:00:00,5.6,1.3,2.6,80.93,0,48.2,25.4,44.8,42.1,0
2016-01-12T18:00:00,6.1,2,2.8,79.4,0.2,,25.3,42.8,37.1,0
2016-01-12T19:00:00,6.3,1.7,2.3,75.61,0,52.6,31.5,77.6,37.6,0
2016-01-12T20:00:00,6.3,2,2.6,77.24,0,51.2,28.1,88,27,0
2016-01-12T21:00:00,6.1,1.7,2.8,79.4,0,48,27.9,92.8,43.8,0
2016-01-12T22:00:00,5.8,1.5,2.6,79.4,0,54.2,25.7,96.3,31.4,0
2016-01-12T23:00:00,5.3,0.9,2.8,83.95,0,48.2,25.8,90.1,27.8,0
2016-01-13T00:00:00,5.3,1.2,2.4,81.04,0.401,50,22.4,86.6,28,0
2016-01-13T01:00:00,5.3,1.1,2.4,81.04,0,,23.5,77.9,19.7,0
2016-01-13T02:00:00,5.3,1.5,2.5,82.16,0,,20.1,86.5,37,0
2016-01-13T03:00:00,5.6,1.8,2.1,78.21,0,,20.4,83.6,33.7,0
2016-01-13T04:00:00,4.8,1.2,1,76.45,0,,17.2,16.2,28.4,0
2016-01-13T05:00:00,4.3,0.4,0.5,76.38,0,,18.6,20.2,32.4,0
2016-01-13T06:00:00,3.3,-0.6,-0.2,77.88,0,,17.1,0,33.9,0
2016-01-13T07:00:00,3,-0.7,-0.2,79.54,0,,15.6,39.3,30.5,0
2016-01-13T08:00:00,3,-1.1,0.1,81.28,0,,17.8,41.6,32,0
2016-01-13T09:00:00,3.1,-1,0.4,81.88,0,,18.2,40.3,29.4,1
2016-01-13T10:00:00,4.5,0.6,0.6,75.84,0,,19.2,50.2,31.4,2
2016-01-13T11:00:00,5.6,2.5,0.4,68.77,0,,15.5,55.2,29.4,3
2016-01-13T12:00:00,5.8,2.8,0.3,67.79,0,,15,56.5,31.7,3
2016-01-13T13:00:00,6.1,3.3,0.5,67.34,0,,14.4,49.1,32.6,2
2016-01-13T14:00:00,6.6,3.8,-0.3,60.99,0,,15.1,37.1,33.6,1
2016-01-13T15:00:00,6.6,3.8,-0.3,61.02,0,,15.2,54,33.6,0
2016-01-13T16:00:00,6.3,3.9,0.2,64.59,0,,12,45.4,27.3,0
2016-01-13T17:00:00,5.8,3.3,0.2,66.86,0,,12,65,28.7,0
2016-01-13T18:00:00,5.6,2.8,0.7,70.29,0,,13.3,74.3,28.7,0
